

 + Main results

   HIT=	5379,5 	MPa
   EIT=	230,06 	GPa
   E*=	252,82 	GPa

 + Hypothesis

   Poisson's ratio(nu)=	0,30 

 + Additional results

   HVIT=	498,2 	 Vickers
   CIT 0,001/30/5=	2,94 	%
   nIT=	18,21 %
   Fmax=	1,00 	mN
   hmax=	81,81 	nm
   S=	0,1043 	mN/nm
   F/S²=	92,0985 	nm²/mN
   hc=	74,73 	nm
   hr=	72,20 	nm
   hp=	65,21 	nm
   m=	1,7289 
   Epsilon=	0,74 
   R2=	1,000
   Ap=	186111,61 	nm²
   Welast=	5,85 pJ
   Wplast=	26,29 pJ
   Wtotal=	32,14 pJ
   Er=	207,14 	GPa

Measured values
Time (s)	Pd (nm)	Fn (mN)	FnRef (mN)	SegmentID
39,5964	80,2919	0,8491	0,5001	3
39,6611	80,2726	0,8469	0,5001	3
39,7258	80,2541	0,8447	0,5001	3
39,7905	80,2369	0,8427	0,5001	3
39,8552	80,2225	0,8405	0,5001	3
39,9199	80,2045	0,8383	0,5	3
39,9846	80,1775	0,8361	0,5001	3
40,0493	80,1454	0,834	0,5001	3
40,114	80,1136	0,8318	0,5001	3
40,1787	80,0881	0,8295	0,5	3
40,2434	80,0566	0,8274	0,5001	3
40,3081	80,0222	0,8254	0,5001	3
40,3728	79,9881	0,8231	0,5	3
40,4375	79,9627	0,8209	0,5	3
40,5022	79,9435	0,8188	0,5	3
40,5669	79,9239	0,8168	0,5	3
40,6316	79,9011	0,8146	0,5	3
40,6963	79,8748	0,8122	0,5	3
40,761	79,8501	0,8102	0,5001	3
40,8257	79,8261	0,8081	0,5001	3
40,8904	79,803	0,806	0,5	3
40,9551	79,7812	0,8037	0,5	3
41,0198	79,7604	0,8016	0,5	3
41,0845	79,7411	0,7995	0,5	3
41,1492	79,7247	0,7973	0,5	3
41,2139	79,7085	0,7951	0,5	3
41,2786	79,6898	0,793	0,5	3
41,3433	79,6652	0,7909	0,5	3
41,408	79,6381	0,7887	0,5	3
41,4727	79,6152	0,7865	0,5	3
41,5374	79,5908	0,7843	0,5	3
41,6021	79,5653	0,7822	0,5	3
41,6668	79,5396	0,78	0,5	3
41,7315	79,5196	0,7779	0,5	3
41,7962	79,5059	0,7758	0,5001	3
41,8609	79,488	0,7736	0,5001	3
41,9256	79,4682	0,7715	0,5001	3
41,9903	79,4458	0,7692	0,5001	3
42,055	79,4257	0,7671	0,5001	3
42,1197	79,4029	0,765	0,5001	3
42,1844	79,3732	0,7628	0,5001	3
42,2491	79,3461	0,7606	0,5001	3
42,3138	79,3203	0,7584	0,5001	3
42,3785	79,2963	0,7564	0,5001	3
42,4432	79,2725	0,7542	0,5001	3
42,5079	79,2491	0,7519	0,5001	3
42,5726	79,2277	0,7498	0,5001	3
42,6373	79,2066	0,7477	0,5001	3
42,702	79,1856	0,7456	0,5	3
42,7667	79,1601	0,7434	0,5	3
42,8314	79,1354	0,7412	0,5	3
42,8961	79,1116	0,7391	0,5	3
42,9608	79,0903	0,7369	0,5	3
43,0255	79,0687	0,7348	0,5	3
43,0902	79,0463	0,7326	0,5	3
43,1549	79,0123	0,7304	0,5001	3
43,2196	78,9791	0,7283	0,5001	3
43,2843	78,9523	0,7261	0,5	3
43,349	78,9317	0,724	0,5	3
43,4137	78,9107	0,7218	0,5	3
43,4784	78,8809	0,7196	0,5	3
43,5431	78,8591	0,7175	0,5	3
43,6078	78,842	0,7154	0,5001	3
43,6725	78,8295	0,7132	0,5	3
43,7372	78,8122	0,7111	0,5	3
43,8019	78,7914	0,7089	0,5	3
43,8666	78,7648	0,7068	0,5001	3
43,9313	78,7401	0,7046	0,5001	3
43,996	78,7176	0,7024	0,5	3
44,0607	78,7014	0,7002	0,5	3
44,1254	78,682	0,6981	0,5	3
44,1901	78,657	0,696	0,5	3
44,2548	78,624	0,6938	0,5	3
44,3195	78,5912	0,6916	0,5	3
44,3842	78,5622	0,6895	0,5	3
44,4489	78,5407	0,6873	0,5	3
44,5136	78,5215	0,6852	0,5	3
44,5783	78,5022	0,6829	0,5	3
44,643	78,479	0,6808	0,5	3
44,7077	78,4558	0,6787	0,5	3
44,7724	78,4463	0,6766	0,5	3
44,8371	78,431	0,6744	0,5	3
44,9018	78,4111	0,6722	0,5	3
44,9665	78,3814	0,6701	0,5	3
45,0312	78,3534	0,6679	0,5	3
45,0959	78,3271	0,6657	0,5	3
45,1606	78,3125	0,6635	0,5	3
45,2253	78,295	0,6614	0,5	3
45,29	78,2718	0,6593	0,5	3
45,3547	78,2383	0,6571	0,5	3
45,4194	78,2066	0,6549	0,5	3
45,4841	78,1837	0,6528	0,5	3
45,5488	78,1664	0,6507	0,5	3
45,6135	78,1498	0,6485	0,5	3
45,6782	78,129	0,6463	0,5	3
45,7429	78,1071	0,6442	0,5	3
45,8076	78,083	0,642	0,5	3
45,8723	78,0467	0,6399	0,5	3
45,937	78,0157	0,6377	0,5	3
46,0017	77,9887	0,6355	0,5001	3
46,0664	77,9588	0,6334	0,5001	3
46,1311	77,93	0,6312	0,5001	3
46,1958	77,9023	0,6291	0,5001	3
46,2605	77,8822	0,6269	0,5001	3
46,3252	77,8616	0,6247	0,5001	3
46,3899	77,8391	0,6226	0,5001	3
46,4546	77,8099	0,6204	0,5001	3
46,5193	77,7814	0,6183	0,5001	3
46,584	77,7571	0,6162	0,5001	3
46,6487	77,7311	0,614	0,5001	3
46,7134	77,7057	0,6118	0,5001	3
46,7781	77,6849	0,6096	0,5001	3
46,8428	77,6673	0,6075	0,5001	3
46,9075	77,6511	0,6054	0,5001	3
46,9722	77,6327	0,6032	0,5001	3
47,0369	77,6159	0,601	0,5001	3
47,1016	77,6	0,5989	0,5001	3
47,1663	77,5685	0,5967	0,5001	3
47,231	77,54	0,5945	0,5001	3
47,2957	77,5147	0,5924	0,5001	3
47,3604	77,4876	0,5903	0,5001	3
47,4251	77,4611	0,5882	0,5001	3
47,4898	77,4357	0,5859	0,5001	3
47,5545	77,4068	0,5838	0,5001	3
47,6192	77,3773	0,5816	0,5001	3
47,6839	77,3483	0,5795	0,5001	3
47,7486	77,3166	0,5773	0,5001	3
47,8133	77,283	0,5751	0,5001	3
47,878	77,2455	0,5731	0,5001	3
47,9427	77,2184	0,5709	0,5001	3
48,0074	77,1959	0,5687	0,5001	3
48,0721	77,1669	0,5665	0,5001	3
48,1368	77,14	0,5643	0,5001	3
48,2015	77,1146	0,5623	0,5	3
48,2662	77,0912	0,56	0,5	3
48,3309	77,0648	0,5578	0,5	3
48,3956	77,0353	0,5558	0,5	3
48,4603	77,0025	0,5536	0,5	3
48,525	76,9741	0,5515	0,5	3
48,5897	76,9531	0,5493	0,5	3
48,6544	76,9328	0,5471	0,5	3
48,7191	76,9106	0,545	0,5001	3
48,7838	76,8839	0,5428	0,5001	3
48,8485	76,8552	0,5406	0,5001	3
48,9132	76,8263	0,5385	0,5001	3
48,9779	76,7987	0,5364	0,5001	3
49,0426	76,7743	0,5342	0,5001	3
49,1073	76,7525	0,532	0,5001	3
49,172	76,7385	0,5299	0,5001	3
49,2367	76,7167	0,5278	0,5001	3
49,3014	76,6889	0,5256	0,5001	3
49,3661	76,6575	0,5234	0,5001	3
49,4308	76,6269	0,5212	0,5001	3
49,4955	76,5975	0,5191	0,5001	3
49,5602	76,5667	0,5169	0,5001	3
49,6249	76,5372	0,5147	0,5001	3
49,6896	76,5099	0,5126	0,5001	3
49,7543	76,4911	0,5105	0,5001	3
49,819	76,4646	0,5083	0,5	3
49,8837	76,4155	0,5062	0,5	3
49,9484	76,3509	0,504	0,5	3
50,0131	76,2868	0,5018	0,5001	3
50,0778	76,2454	0,4997	0,5	3
50,1425	76,2147	0,4975	0,5	3
50,2072	76,1904	0,4954	0,5	3
50,2719	76,1732	0,4932	0,5	3
50,3366	76,1476	0,4911	0,5	3
50,4013	76,1157	0,489	0,5001	3
50,466	76,0782	0,4868	0,5	3
50,5307	76,0438	0,4846	0,5	3
50,5954	76,0128	0,4824	0,5	3
50,6601	75,9904	0,4803	0,5	3
50,7248	75,9685	0,4781	0,5	3
50,7895	75,9461	0,476	0,5	3
50,8542	75,9254	0,4738	0,5	3
50,9189	75,9042	0,4717	0,5	3
50,9836	75,881	0,4695	0,5	3
51,0483	75,8559	0,4673	0,5	3
51,113	75,8299	0,4651	0,5	3
51,1777	75,8031	0,4631	0,5001	3
51,2424	75,776	0,4609	0,5001	3
51,3071	75,7483	0,4587	0,5001	3
51,3718	75,7172	0,4565	0,5001	3
51,4365	75,6878	0,4544	0,5001	3
51,5012	75,66	0,4523	0,5001	3
51,5659	75,6358	0,45	0,5001	3
51,6306	75,6082	0,4478	0,5001	3
51,6953	75,5768	0,4457	0,5001	3
51,76	75,5597	0,4437	0,5001	3
51,8247	75,5397	0,4415	0,5001	3
51,8894	75,5133	0,4393	0,5001	3
51,9541	75,4797	0,4371	0,5001	3
52,0188	75,4457	0,435	0,5001	3
52,0835	75,4141	0,4329	0,5001	3
52,1482	75,385	0,4307	0,5001	3
52,2129	75,3564	0,4285	0,5001	3
52,2776	75,327	0,4264	0,5001	3
52,3423	75,2968	0,4242	0,5001	3
52,407	75,268	0,4221	0,5001	3
52,4717	75,2555	0,4199	0,5001	3
52,5364	75,2355	0,4178	0,5001	3
52,6011	75,2096	0,4156	0,5001	3
52,6658	75,1771	0,4134	0,5001	3
52,7305	75,1498	0,4113	0,5001	3
52,7952	75,1283	0,4091	0,5001	3
52,8599	75,101	0,407	0,5001	3
52,9246	75,0718	0,4048	0,5001	3
52,9893	75,0402	0,4026	0,5001	3
53,054	75,0048	0,4004	0,5001	3
53,1187	74,9746	0,3983	0,5001	3
53,1834	74,9591	0,3961	0,5001	3
53,2481	74,9491	0,394	0,5001	3
53,3128	74,9373	0,3918	0,5001	3
53,3775	74,9107	0,3897	0,5001	3
53,4422	74,8801	0,3876	0,5001	3
53,5069	74,8482	0,3854	0,5001	3
53,5716	74,8232	0,3832	0,5001	3
53,6363	74,7985	0,3811	0,5001	3
53,701	74,7741	0,379	0,5001	3
53,7657	74,7434	0,3768	0,5001	3
53,8304	74,712	0,3746	0,5001	3
53,8951	74,6799	0,3725	0,5001	3
53,9598	74,6519	0,3703	0,5001	3
54,0245	74,6285	0,3681	0,5001	3
54,0892	74,612	0,366	0,5001	3
54,1539	74,5905	0,3638	0,5001	3
54,2186	74,5629	0,3617	0,5001	3
54,2833	74,5231	0,3595	0,5001	3
54,348	74,4704	0,3573	0,5001	3
54,4127	74,418	0,3552	0,5001	3
54,4774	74,3847	0,353	0,5001	3
54,5421	74,3545	0,3509	0,5001	3
54,6068	74,3218	0,3487	0,5001	3
54,6715	74,2535	0,3466	0,5001	3
54,7362	74,1941	0,3444	0,5001	3
54,8009	74,1423	0,3423	0,5001	3
54,8656	74,1176	0,3401	0,5001	3
54,9303	74,0911	0,3379	0,5001	3
54,995	74,0625	0,3358	0,5001	3
55,0597	74,0307	0,3336	0,5001	3
55,1244	74,0026	0,3314	0,5001	3
55,1891	73,9809	0,3293	0,5001	3
55,2538	73,9518	0,3272	0,5001	3
55,3185	73,9171	0,325	0,5001	3
55,3832	73,8718	0,3229	0,5001	3
55,4479	73,8435	0,3207	0,5001	3
55,5126	73,82	0,3186	0,5001	3
55,5773	73,7921	0,3164	0,5001	3
55,642	73,7669	0,3142	0,5001	3
55,7067	73,7426	0,3121	0,5001	3
55,7714	73,7137	0,3099	0,5001	3
55,8361	73,6868	0,3078	0,5001	3
55,9008	73,6614	0,3056	0,5002	3
55,9655	73,6262	0,3035	0,5002	3
56,0302	73,5932	0,3013	0,5002	3
56,0949	73,5628	0,2991	0,5001	3
56,1596	73,533	0,297	0,5001	3
56,2243	73,503	0,2948	0,5001	3
56,289	73,4725	0,2927	0,5001	3
56,3537	73,4447	0,2905	0,5001	3
56,4184	73,4186	0,2883	0,5001	3
56,4831	73,3952	0,2862	0,5001	3
56,5478	73,3689	0,2841	0,5001	3
56,6125	73,3401	0,2819	0,5001	3
56,6772	73,3051	0,2797	0,5001	3
56,7419	73,267	0,2776	0,5001	3
56,8066	73,2268	0,2754	0,5001	3
56,8713	73,1827	0,2733	0,5001	3
56,936	73,1439	0,2711	0,5001	3
57,0007	73,1095	0,2689	0,5002	3
57,0654	73,0875	0,2668	0,5002	3
57,1301	73,0635	0,2646	0,5001	3
57,1948	73,0372	0,2624	0,5001	3
57,2595	73,0159	0,2603	0,5002	3
57,3242	72,992	0,2582	0,5002	3
57,3889	72,9629	0,256	0,5002	3
57,4536	72,9352	0,2538	0,5001	3
57,5183	72,9065	0,2517	0,5001	3
57,583	72,8743	0,2496	0,5001	3
57,6477	72,8325	0,2474	0,5001	3
57,7124	72,7839	0,2452	0,5001	3
57,7771	72,7217	0,243	0,5001	3
57,8418	72,6642	0,2409	0,5001	3
57,9065	72,6113	0,2388	0,5001	3
57,9712	72,5759	0,2367	0,5001	3
58,0359	72,5442	0,2345	0,5001	3
58,1006	72,5156	0,2323	0,5001	3
58,1653	72,4928	0,2302	0,5001	3
58,23	72,4677	0,228	0,5001	3
58,2947	72,4401	0,2258	0,5001	3
58,3594	72,4104	0,2236	0,5001	3
58,4241	72,3763	0,2215	0,5001	3
58,4888	72,335	0,2194	0,5001	3
58,5535	72,3078	0,2172	0,5001	3
58,6182	72,2795	0,2151	0,5001	3
58,6829	72,2409	0,2129	0,5001	3
58,7476	72,1977	0,2108	0,5001	3
58,8123	72,1558	0,2086	0,5001	3
58,877	72,1266	0,2064	0,5001	3
58,9417	72,0938	0,2042	0,5001	3
59,0064	72,0595	0,2021	0,5001	3
59,0711	72,0275	0,1999	0,5001	3
59,1358	71,9985	0,1978	0,5001	3
59,2005	71,9717	0,1956	0,5001	3
59,2652	71,922	0,1936	0,5001	3
59,3299	71,8749	0,1914	0,5001	3
59,3946	71,8309	0,1891	0,5001	3
59,4593	71,7969	0,1869	0,5001	3
59,524	71,7599	0,1848	0,5001	3
59,5887	71,7164	0,1827	0,5001	3
59,6534	71,6747	0,1805	0,5001	3
59,7181	71,633	0,1783	0,5001	3
59,7828	71,5901	0,1763	0,5001	3
59,8475	71,554	0,1741	0,5001	3
59,9122	71,5212	0,1719	0,5001	3
59,9769	71,4915	0,1697	0,5001	3
60,0416	71,4498	0,1676	0,5001	3
60,1063	71,4013	0,1655	0,5001	3
60,171	71,3509	0,1633	0,5001	3
60,2357	71,3046	0,1611	0,5001	3
60,3004	71,2617	0,159	0,5001	3
60,3651	71,2079	0,1568	0,5001	3
60,4298	71,1523	0,1547	0,5001	3
60,4945	71,0946	0,1525	0,5	3
60,5592	71,0432	0,1504	0,5	3
60,6239	70,9981	0,1482	0,5001	3
60,6886	70,9626	0,146	0,5001	3
60,7533	70,9223	0,1439	0,5001	3
60,818	70,8787	0,1417	0,5001	3
60,8827	70,8292	0,1396	0,5001	3
60,9474	70,7821	0,1374	0,5001	3
61,0121	70,7371	0,1353	0,5001	3
61,0768	70,6972	0,1331	0,5001	3
61,1415	70,6581	0,1309	0,5001	3
61,2062	70,6188	0,1287	0,5001	3
61,2709	70,5729	0,1266	0,5	3
61,3356	70,5281	0,1245	0,5	3
61,4003	70,4841	0,1224	0,5	3
61,465	70,4532	0,1202	0,5001	3
61,5297	70,4184	0,118	0,5001	3
61,5944	70,379	0,1158	0,5001	3
61,6591	70,3364	0,1136	0,5001	3
61,7238	70,2931	0,1115	0,5001	3
61,7885	70,2493	0,1094	0,5001	3
61,8532	70,1986	0,1072	0,5001	3
61,9179	70,1446	0,1051	0,5001	3
61,9826	70,0856	0,1029	0,5001	3
62,0473	70,0429	0,1008	0,5001	3
62,112	70,0064	0,0986	0,5001	3
62,1767	69,9709	0,0965	0,5001	3
62,2414	69,9289	0,0943	0,5001	3
62,3061	69,8814	0,0921	0,5001	3
62,3708	69,8149	0,0899	0,5001	3
62,4355	69,7458	0,0878	0,5001	3
62,5002	69,6746	0,0858	0,5001	3
62,5649	69,6196	0,0835	0,5001	3
62,6296	69,5681	0,0813	0,5	3
62,6943	69,5206	0,0792	0,5	3
62,759	69,4789	0,0771	0,5	3
62,8237	69,4356	0,0749	0,5001	3
62,8884	69,3884	0,0727	0,5001	3
62,9531	69,3144	0,0706	0,5001	3
63,0178	69,2137	0,0685	0,5001	3
63,0825	69,0578	0,0663	0,5001	3
63,1472	68,9178	0,0641	0,5001	3
63,2119	68,7915	0,0619	0,5001	3
63,2766	68,6995	0,0599	0,5001	3
63,3413	68,6155	0,0577	0,5001	3
63,406	68,5339	0,0555	0,5001	3
63,4707	68,4312	0,0533	0,5001	3
63,5354	68,3349	0,0512	0,5001	3
63,6001	68,2437	0,0491	0,5001	3
63,6648	68,17	0,0469	0,5001	3
63,7295	68,096	0,0447	0,5001	3
63,7942	68,0216	0,0426	0,5001	3
63,8589	67,947	0,0404	0,5001	3
63,9236	67,8717	0,0383	0,5001	3
63,9883	67,7954	0,0361	0,5001	3
64,053	67,7103	0,034	0,5001	3
64,1177	67,6273	0,0318	0,5001	3
64,1824	67,555	0,0297	0,5001	3
64,2471	67,485	0,0275	0,5001	3
64,3118	67,4132	0,0252	0,5001	3
64,3765	67,3295	0,0232	0,5001	3
64,4412	67,2387	0,0211	0,5001	3
64,5059	67,1429	0,0189	0,5	3
64,5706	67,039	0,0167	0,5	3
64,6353	66,9344	0,0146	0,5001	4
