

 + Main results

   HIT=	5769,6 	MPa
   EIT=	229,37 	GPa
   E*=	252,06 	GPa

 + Hypothesis

   Poisson's ratio(nu)=	0,30 

 + Additional results

   HVIT=	534,32 	 Vickers
   CIT 0,001/30/5=	3,02 	%
   nIT=	18,69 %
   Fmax=	1,00 	mN
   hmax=	79,18 	nm
   S=	0,1004 	mN/nm
   F/S²=	99,2617 	nm²/mN
   hc=	71,68 	nm
   hr=	69,21 	nm
   hp=	64,47 	nm
   m=	1,4759 
   Epsilon=	0,75 
   R2=	1,000
   Ap=	173463,34 	nm²
   Welast=	5,85 pJ
   Wplast=	25,43 pJ
   Wtotal=	31,28 pJ
   Er=	206,64 	GPa

Measured values
Time (s)	Pd (nm)	Fn (mN)	FnRef (mN)	SegmentID
39,5352	77,6597	0,8492	0,5004	3
39,5998	77,643	0,8471	0,5004	3
39,6644	77,6121	0,845	0,5005	3
39,729	77,5784	0,8428	0,5005	3
39,7936	77,5414	0,8406	0,5005	3
39,8582	77,5263	0,8384	0,5005	3
39,9228	77,5117	0,8362	0,5005	3
39,9874	77,494	0,8342	0,5005	3
40,052	77,4651	0,832	0,5005	3
40,1166	77,4375	0,8299	0,5005	3
40,1812	77,4214	0,8277	0,5005	3
40,2458	77,4014	0,8255	0,5005	3
40,3104	77,3799	0,8233	0,5005	3
40,375	77,358	0,8212	0,5004	3
40,4396	77,3379	0,819	0,5004	3
40,5042	77,3191	0,8169	0,5004	3
40,5688	77,3026	0,8147	0,5004	3
40,6334	77,2881	0,8126	0,5005	3
40,698	77,2752	0,8104	0,5005	3
40,7626	77,2404	0,8083	0,5005	3
40,8272	77,2056	0,8061	0,5005	3
40,8918	77,1718	0,8039	0,5005	3
40,9564	77,1418	0,8018	0,5004	3
41,021	77,1149	0,7997	0,5004	3
41,0856	77,0933	0,7975	0,5004	3
41,1502	77,066	0,7954	0,5004	3
41,2148	77,0395	0,7932	0,5004	3
41,2794	77,0214	0,7911	0,5004	3
41,344	77,0039	0,7889	0,5004	3
41,4086	76,9852	0,7867	0,5004	3
41,4732	76,957	0,7846	0,5005	3
41,5378	76,9317	0,7825	0,5005	3
41,6024	76,9086	0,7802	0,5005	3
41,667	76,8855	0,7781	0,5005	3
41,7316	76,8607	0,776	0,5005	3
41,7962	76,8341	0,7739	0,5005	3
41,8608	76,8068	0,7717	0,5005	3
41,9254	76,7822	0,7695	0,5005	3
41,99	76,7619	0,7674	0,5005	3
42,0546	76,7396	0,7652	0,5004	3
42,1192	76,7161	0,7631	0,5004	3
42,1838	76,6907	0,7609	0,5004	3
42,2484	76,6725	0,7588	0,5004	3
42,313	76,6554	0,7566	0,5004	3
42,3776	76,6331	0,7544	0,5004	3
42,4422	76,6052	0,7523	0,5004	3
42,5068	76,5759	0,7502	0,5004	3
42,5714	76,5602	0,748	0,5004	3
42,636	76,5398	0,7458	0,5004	3
42,7006	76,5157	0,7437	0,5004	3
42,7652	76,4971	0,7415	0,5005	3
42,8298	76,4779	0,7393	0,5005	3
42,8944	76,4583	0,7372	0,5005	3
42,959	76,4295	0,7351	0,5005	3
43,0236	76,3999	0,7329	0,5005	3
43,0882	76,3701	0,7307	0,5004	3
43,1528	76,3513	0,7286	0,5004	3
43,2174	76,332	0,7265	0,5005	3
43,282	76,3043	0,7243	0,5004	3
43,3466	76,2783	0,7221	0,5004	3
43,4112	76,2526	0,72	0,5004	3
43,4758	76,2248	0,7179	0,5004	3
43,5404	76,2019	0,7157	0,5004	3
43,605	76,1813	0,7135	0,5004	3
43,6696	76,1509	0,7114	0,5004	3
43,7342	76,128	0,7092	0,5004	3
43,7988	76,1117	0,707	0,5004	3
43,8634	76,0834	0,7049	0,5004	3
43,928	76,0556	0,7028	0,5005	3
43,9926	76,0286	0,7006	0,5005	3
44,0572	75,9929	0,6984	0,5004	3
44,1218	75,9517	0,6963	0,5004	3
44,1864	75,9021	0,6942	0,5004	3
44,251	75,867	0,692	0,5004	3
44,3156	75,8378	0,6898	0,5004	3
44,3802	75,815	0,6877	0,5004	3
44,4448	75,7933	0,6855	0,5004	3
44,5094	75,774	0,6834	0,5004	3
44,574	75,7657	0,6812	0,5004	3
44,6386	75,742	0,6791	0,5004	3
44,7032	75,708	0,677	0,5005	3
44,7678	75,6717	0,6748	0,5004	3
44,8324	75,6466	0,6726	0,5004	3
44,897	75,6327	0,6705	0,5004	3
44,9616	75,609	0,6683	0,5004	3
45,0262	75,5832	0,6661	0,5004	3
45,0908	75,5551	0,664	0,5004	3
45,1554	75,5308	0,6618	0,5004	3
45,22	75,5086	0,6597	0,5004	3
45,2846	75,4898	0,6575	0,5004	3
45,3492	75,4768	0,6554	0,5004	3
45,4138	75,4634	0,6532	0,5005	3
45,4784	75,4422	0,6511	0,5005	3
45,543	75,4227	0,6489	0,5005	3
45,6076	75,4036	0,6468	0,5005	3
45,6722	75,3806	0,6447	0,5004	3
45,7368	75,3575	0,6425	0,5004	3
45,8014	75,3341	0,6402	0,5004	3
45,866	75,3024	0,6382	0,5005	3
45,9306	75,2733	0,636	0,5005	3
45,9952	75,2474	0,6339	0,5004	3
46,0598	75,2248	0,6317	0,5004	3
46,1244	75,2001	0,6295	0,5005	3
46,189	75,1717	0,6274	0,5005	3
46,2536	75,1498	0,6253	0,5004	3
46,3182	75,1286	0,6231	0,5004	3
46,3828	75,1058	0,621	0,5004	3
46,4474	75,0768	0,6188	0,5004	3
46,512	75,0456	0,6166	0,5004	3
46,5766	75,0146	0,6144	0,5004	3
46,6412	74,9839	0,6123	0,5004	3
46,7058	74,9537	0,6102	0,5005	3
46,7704	74,9261	0,608	0,5005	3
46,835	74,9002	0,6059	0,5005	3
46,8996	74,8758	0,6037	0,5004	3
46,9642	74,8498	0,6016	0,5004	3
47,0288	74,8287	0,5994	0,5004	3
47,0934	74,8137	0,5973	0,5004	3
47,158	74,7856	0,5951	0,5004	3
47,2226	74,7554	0,5929	0,5004	3
47,2872	74,7238	0,5908	0,5004	3
47,3518	74,6957	0,5886	0,5004	3
47,4164	74,6702	0,5864	0,5005	3
47,481	74,6503	0,5843	0,5004	3
47,5456	74,6367	0,5822	0,5004	3
47,6102	74,6251	0,58	0,5004	3
47,6748	74,6105	0,5779	0,5005	3
47,7394	74,5848	0,5757	0,5005	3
47,804	74,5528	0,5736	0,5004	3
47,8686	74,532	0,5715	0,5005	3
47,9332	74,5059	0,5693	0,5005	3
47,9978	74,4747	0,5671	0,5005	3
48,0624	74,4443	0,5649	0,5005	3
48,127	74,418	0,5628	0,5005	3
48,1916	74,3973	0,5606	0,5005	3
48,2562	74,3721	0,5585	0,5005	3
48,3208	74,3467	0,5563	0,5005	3
48,3854	74,3223	0,5542	0,5005	3
48,45	74,2999	0,552	0,5005	3
48,5146	74,2784	0,5499	0,5005	3
48,5792	74,2574	0,5478	0,5005	3
48,6438	74,2312	0,5456	0,5005	3
48,7084	74,2035	0,5433	0,5004	3
48,773	74,1821	0,5412	0,5005	3
48,8376	74,1607	0,5391	0,5005	3
48,9022	74,1393	0,537	0,5005	3
48,9668	74,1174	0,5348	0,5005	3
49,0314	74,0891	0,5326	0,5005	3
49,096	74,0542	0,5305	0,5005	3
49,1606	74,0228	0,5284	0,5005	3
49,2252	73,9915	0,5262	0,5005	3
49,2898	73,9599	0,524	0,5005	3
49,3544	73,9187	0,5219	0,5005	3
49,419	73,8821	0,5197	0,5005	3
49,4836	73,861	0,5177	0,5005	3
49,5482	73,8416	0,5155	0,5004	3
49,6128	73,8235	0,5132	0,5005	3
49,6774	73,8082	0,5111	0,5005	3
49,742	73,7876	0,509	0,5005	3
49,8066	73,7623	0,507	0,5005	3
49,8712	73,7207	0,5046	0,5005	3
49,9358	73,6922	0,5024	0,5005	3
50,0004	73,6745	0,5004	0,5005	3
50,065	73,6616	0,4983	0,5005	3
50,1296	73,6398	0,4961	0,5004	3
50,1942	73,6075	0,4938	0,5004	3
50,2588	73,5821	0,4917	0,5004	3
50,3234	73,554	0,4896	0,5004	3
50,388	73,5202	0,4875	0,5004	3
50,4526	73,4803	0,4852	0,5004	3
50,5172	73,4431	0,483	0,5004	3
50,5818	73,4171	0,481	0,5004	3
50,6464	73,386	0,4789	0,5004	3
50,711	73,3565	0,4767	0,5004	3
50,7756	73,3447	0,4744	0,5004	3
50,8402	73,3242	0,4724	0,5004	3
50,9048	73,2975	0,4704	0,5005	3
50,9694	73,2602	0,4681	0,5004	3
51,034	73,2331	0,4658	0,5004	3
51,0986	73,2151	0,4638	0,5005	3
51,1632	73,1892	0,4616	0,5005	3
51,2278	73,1649	0,4595	0,5005	3
51,2924	73,143	0,4572	0,5005	3
51,357	73,1206	0,4551	0,5005	3
51,4216	73,0906	0,453	0,5005	3
51,4862	73,0454	0,4509	0,5005	3
51,5508	73,0182	0,4487	0,5004	3
51,6154	72,9958	0,4464	0,5004	3
51,68	72,9732	0,4444	0,5005	3
51,7446	72,9453	0,4423	0,5005	3
51,8092	72,9139	0,4401	0,5004	3
51,8738	72,8766	0,4379	0,5004	3
51,9384	72,8386	0,4358	0,5005	3
52,003	72,8006	0,4338	0,5005	3
52,0676	72,7693	0,4314	0,5005	3
52,1322	72,7432	0,4292	0,5005	3
52,1968	72,7222	0,4271	0,5005	3
52,2614	72,6943	0,425	0,5005	3
52,326	72,6719	0,4229	0,5005	3
52,3906	72,6581	0,4207	0,5005	3
52,4552	72,6285	0,4186	0,5005	3
52,5198	72,5939	0,4164	0,5004	3
52,5844	72,5539	0,4142	0,5004	3
52,649	72,5312	0,4121	0,5004	3
52,7136	72,5122	0,41	0,5004	3
52,7782	72,4863	0,4077	0,5004	3
52,8428	72,4577	0,4056	0,5004	3
52,9074	72,4275	0,4035	0,5004	3
52,972	72,3957	0,4013	0,5004	3
53,0366	72,3673	0,3991	0,5004	3
53,1012	72,3415	0,397	0,5005	3
53,1658	72,3202	0,3949	0,5005	3
53,2304	72,3011	0,3927	0,5005	3
53,295	72,2845	0,3905	0,5004	3
53,3596	72,2593	0,3884	0,5005	3
53,4242	72,231	0,3863	0,5005	3
53,4888	72,1984	0,3841	0,5004	3
53,5534	72,1698	0,3819	0,5004	3
53,618	72,1434	0,3797	0,5004	3
53,6826	72,1208	0,3776	0,5004	3
53,7472	72,0951	0,3755	0,5004	3
53,8118	72,0682	0,3733	0,5004	3
53,8764	72,041	0,3712	0,5004	3
53,941	72,0124	0,369	0,5004	3
54,0056	71,9818	0,3669	0,5004	3
54,0702	71,9393	0,3647	0,5004	3
54,1348	71,895	0,3626	0,5004	3
54,1994	71,8489	0,3605	0,5004	3
54,264	71,811	0,3583	0,5004	3
54,3286	71,776	0,3561	0,5004	3
54,3932	71,7447	0,3539	0,5004	3
54,4578	71,7143	0,3518	0,5004	3
54,5224	71,686	0,3497	0,5004	3
54,587	71,6617	0,3474	0,5004	3
54,6516	71,6379	0,3453	0,5004	3
54,7162	71,6141	0,3432	0,5004	3
54,7808	71,5903	0,3411	0,5004	3
54,8454	71,5614	0,3389	0,5004	3
54,91	71,5305	0,3367	0,5004	3
54,9746	71,4997	0,3346	0,5004	3
55,0392	71,4684	0,3324	0,5004	3
55,1038	71,4367	0,3303	0,5005	3
55,1684	71,4059	0,3281	0,5004	3
55,233	71,3732	0,3259	0,5004	3
55,2976	71,3388	0,3238	0,5004	3
55,3622	71,3036	0,3216	0,5004	3
55,4268	71,2679	0,3195	0,5004	3
55,4914	71,2318	0,3173	0,5004	3
55,556	71,2028	0,3152	0,5004	3
55,6206	71,1741	0,3131	0,5004	3
55,6852	71,1434	0,3109	0,5004	3
55,7498	71,1109	0,3087	0,5004	3
55,8144	71,08	0,3066	0,5004	3
55,879	71,0571	0,3045	0,5004	3
55,9436	71,0343	0,3023	0,5004	3
56,0082	71,0113	0,3001	0,5004	3
56,0728	70,9866	0,2979	0,5004	3
56,1374	70,9526	0,2958	0,5004	3
56,202	70,912	0,2936	0,5004	3
56,2666	70,8793	0,2915	0,5004	3
56,3312	70,8435	0,2894	0,5004	3
56,3958	70,8045	0,2872	0,5004	3
56,4604	70,7723	0,285	0,5004	3
56,525	70,7395	0,2829	0,5004	3
56,5896	70,7052	0,2808	0,5004	3
56,6542	70,6809	0,2786	0,5004	3
56,7188	70,6548	0,2765	0,5004	3
56,7834	70,6196	0,2743	0,5004	3
56,848	70,5825	0,2721	0,5004	3
56,9126	70,5484	0,2699	0,5004	3
56,9772	70,5291	0,2678	0,5004	3
57,0418	70,4984	0,2657	0,5004	3
57,1064	70,4611	0,2635	0,5004	3
57,171	70,4201	0,2614	0,5004	3
57,2356	70,3867	0,2593	0,5004	3
57,3002	70,3594	0,2571	0,5004	3
57,3648	70,3231	0,2549	0,5004	3
57,4294	70,2913	0,2527	0,5004	3
57,494	70,2649	0,2506	0,5004	3
57,5586	70,2387	0,2485	0,5004	3
57,6232	70,2087	0,2463	0,5004	3
57,6878	70,1718	0,2441	0,5004	3
57,7524	70,1373	0,242	0,5004	3
57,817	70,1051	0,2399	0,5004	3
57,8816	70,078	0,2377	0,5004	3
57,9462	70,0476	0,2355	0,5005	3
58,0108	70,0136	0,2334	0,5004	3
58,0754	69,9683	0,2312	0,5004	3
58,14	69,9244	0,2291	0,5004	3
58,2046	69,8816	0,2269	0,5004	3
58,2692	69,8403	0,2248	0,5004	3
58,3338	69,8053	0,2226	0,5004	3
58,3984	69,7761	0,2204	0,5004	3
58,463	69,7525	0,2183	0,5004	3
58,5276	69,7271	0,2162	0,5005	3
58,5922	69,6989	0,214	0,5005	3
58,6568	69,6681	0,2118	0,5004	3
58,7214	69,6362	0,2097	0,5004	3
58,786	69,6028	0,2076	0,5005	3
58,8506	69,5718	0,2054	0,5004	3
58,9152	69,5423	0,2033	0,5004	3
58,9798	69,5151	0,2011	0,5004	3
59,0444	69,484	0,1989	0,5004	3
59,109	69,4496	0,1968	0,5004	3
59,1736	69,4065	0,1946	0,5004	3
59,2382	69,3699	0,1925	0,5004	3
59,3028	69,3381	0,1904	0,5004	3
59,3674	69,3099	0,1882	0,5004	3
59,432	69,2751	0,1861	0,5004	3
59,4966	69,2338	0,1839	0,5004	3
59,5612	69,1938	0,1817	0,5004	3
59,6258	69,1514	0,1796	0,5004	3
59,6904	69,1049	0,1775	0,5004	3
59,755	69,0537	0,1753	0,5004	3
59,8196	69,0038	0,1731	0,5004	3
59,8842	68,9583	0,1709	0,5004	3
59,9488	68,9226	0,1688	0,5004	3
60,0134	68,8903	0,1667	0,5004	3
60,078	68,8593	0,1645	0,5004	3
60,1426	68,8186	0,1623	0,5004	3
60,2072	68,7734	0,1602	0,5004	3
60,2718	68,7325	0,1581	0,5004	3
60,3364	68,692	0,1559	0,5004	3
60,401	68,6519	0,1537	0,5004	3
60,4656	68,6031	0,1516	0,5004	3
60,5302	68,5599	0,1494	0,5004	3
60,5948	68,5231	0,1473	0,5004	3
60,6594	68,4869	0,1451	0,5004	3
60,724	68,4487	0,1429	0,5004	3
60,7886	68,4071	0,1409	0,5004	3
60,8532	68,3624	0,1387	0,5004	3
60,9178	68,3186	0,1365	0,5004	3
60,9824	68,2791	0,1344	0,5004	3
61,047	68,243	0,1323	0,5004	3
61,1116	68,2061	0,1301	0,5004	3
61,1762	68,1597	0,1279	0,5004	3
61,2408	68,1076	0,1257	0,5004	3
61,3054	68,0533	0,1235	0,5004	3
61,37	68,01	0,1214	0,5004	3
61,4346	67,9692	0,1193	0,5004	3
61,4992	67,9306	0,1171	0,5004	3
61,5638	67,8899	0,115	0,5004	3
61,6284	67,8484	0,1128	0,5004	3
61,693	67,8058	0,1106	0,5004	3
61,7576	67,7647	0,1085	0,5004	3
61,8222	67,7223	0,1063	0,5004	3
61,8868	67,6769	0,1042	0,5004	3
61,9514	67,635	0,102	0,5004	3
62,016	67,5907	0,0999	0,5004	3
62,0806	67,5366	0,0978	0,5004	3
62,1452	67,482	0,0956	0,5004	3
62,2098	67,4289	0,0935	0,5004	3
62,2744	67,3851	0,0913	0,5004	3
62,339	67,3381	0,0892	0,5004	3
62,4036	67,2889	0,087	0,5004	3
62,4682	67,2375	0,0848	0,5004	3
62,5328	67,1855	0,0827	0,5004	3
62,5974	67,133	0,0806	0,5004	3
62,662	67,0677	0,0784	0,5004	3
62,7266	67,0046	0,0762	0,5004	3
62,7912	66,9457	0,0741	0,5004	3
62,8558	66,8993	0,0719	0,5004	3
62,9204	66,8563	0,0698	0,5004	3
62,985	66,8165	0,0676	0,5004	3
63,0496	66,7698	0,0655	0,5004	3
63,1142	66,7181	0,0633	0,5004	3
63,1788	66,6563	0,0612	0,5004	3
63,2434	66,5919	0,059	0,5004	3
63,308	66,5247	0,0568	0,5004	3
63,3726	66,4467	0,0547	0,5004	3
63,4372	66,3699	0,0526	0,5004	3
63,5018	66,2942	0,0505	0,5005	3
63,5664	66,2169	0,0483	0,5005	3
63,631	66,1342	0,0461	0,5005	3
63,6956	66,0457	0,044	0,5005	3
63,7602	65,9783	0,0418	0,5005	3
63,8248	65,9126	0,0397	0,5004	3
63,8894	65,8473	0,0375	0,5005	3
63,954	65,7613	0,0353	0,5005	3
64,0186	65,6734	0,0332	0,5005	3
64,0832	65,591	0,031	0,5005	3
64,1478	65,5154	0,0289	0,5004	3
64,2124	65,4409	0,0268	0,5004	3
64,277	65,361	0,0246	0,5004	3
64,3416	65,2776	0,0224	0,5005	3
64,4062	65,1915	0,0203	0,5005	3
64,4708	65,0982	0,0181	0,5005	3
64,5354	65,0064	0,016	0,5004	3
